기업,거래소코드,연도,자산,부채,자본,매출액,매출총이익,영업이익,당기순이익,유동자산,유동부채,당좌자산,재고자산,매출채권,매입채무,단기차입금,장기차입금,사채,유형자산,이자비용
(주)골프존뉴딘홀딩스,121440,2021,702771959,105003827,597768132,80139752,78007970,59854604,134030981,17676819,53182859,17545647,131172,3562776,891,6300000,12321360,0,66590826,0
(주)공구우먼,366030,2021,,,,,,,,,,,,,,,,,,
(주)광림,14200,2018,236379465,115448249,120931215,75493055,12987146,2202923,-58294056,145430179,100481370,126316234,19113946,9521763,11697261,35456356,1900000,0,24128152,0
(주)광림,14200,2019,193568854,132819619,60749234,93241157,14625935,3819332,-68290742,82568345,126333888,63171445,19396901,10365519,7735917,30190012,1400000,0,23627901,0
(주)광림,14200,2020,234833331,86735704,148097628,104253227,17867009,8224561,-10061099,54597742,81925315,41139140,13458602,9449886,13523399,21370618,0,0,26644818,0
(주)광림,14200,2021,272822325,68596821,204225504,136952961,25409403,14147063,-9718771,74606704,64277661,50423434,24183271,8496189,14032946,10662546,0,0,29323891,0
(주)광림,14200,2017,369582323,193026086,176556237,99421336,15291059,2304157,86196134,255751980,162860814,239652731,16099250,7569100,8030605,40930850,562200,0,26240529,0
(주)광무,29480,2018,26017306,16322215,9695091,20707286,3589280,-671966,-4875184,12582516,13577977,12296213,286303,6442654,4669886,4570000,0,1070000,7903725,0
(주)광무,29480,2019,57156720,34954525,22202195,25244176,4370450,-2260048,-6275093,33233586,32525952,32750995,482591,6607048,4822290,4270000,0,0,2004796,0
(주)광무,29480,2017,28950503,15398329,13552175,21540953,4037770,199525,-3352682,14949942,13555844,14761275,188668,5897853,3938636,845932,0,0,7752645,0
(주)광무,29480,2021,99477306,48864300,50613006,18172583,3338247,-352260,-880063,70962661,47541426,70929856,32802,4313905,2215661,4000000,0,0,1746412,0
(주)광무,29480,2020,37073488,12869847,24203641,25006895,2776798,-3068879,-19141822,19658112,10244907,19483509,174603,4312738,2420560,4270000,0,535000,1437194,0
(주)구영테크,53270,2018,146492374,88631025,57861349,81928926,12255373,1638585,3912117,43158029,43472159,32838005,10320023,16135074,6110577,11800000,36387038,3500000,71615647,0
(주)구영테크,53270,2019,141034767,82365983,58668784,93132845,13358720,2513647,1558141,37519675,46819127,27977019,9542656,16757584,5907988,14200000,28475278,0,71525354,0
(주)구영테크,53270,2020,151132791,92403016,58729775,84841189,12849090,2377110,901721,47351046,56951693,37010280,10340767,15075972,10274086,26500000,28884889,2975000,74317147,0
(주)구영테크,53270,2021,150871224,88930917,61940307,101636678,15798529,3116846,2852890,45091003,47993666,34105638,10985365,13238781,6486391,18100000,28871000,10000000,78656231,0
(주)구영테크,53270,2017,139584386,92481970,47102417,74298129,12562417,3025353,1239184,52077454,56414032,44035527,8041927,12980262,6282989,24700000,29458970,0,56419110,0
(주)국보디자인,66620,2018,161750972,58152003,103598968,231093439,33434670,16747379,14098992,127871195,53791955,127871195,0,25461627,14092211,0,0,0,7072221,0
(주)국보디자인,66620,2019,197762410,85686398,112076012,237054909,25938672,10506065,9509021,169956490,80917421,169956490,0,50699239,23846546,0,0,0,8367291,0
(주)국보디자인,66620,2020,248699431,96278508,152420922,253810694,37445453,21477616,16487759,86859622,88448252,86859622,0,26164161,19326657,0,0,0,8049402,0
(주)국보디자인,66620,2021,324447518,115666062,208781456,295474472,41183940,22375032,17110329,99374224,100318386,99374224,0,41224266,26333663,0,0,0,8136198,0
(주)국보디자인,66620,2017,158317679,63937167,94380512,262522024,43280144,23990595,14149734,127549210,60446916,127549210,0,15836766,15525351,0,0,0,7245407,0
(주)국순당,43650,2018,221229658,17730015,203499644,52679104,20533275,-2751939,15171022,62941465,10033456,52080833,10860632,7753428,1838920,0,0,0,58144452,0
(주)국순당,43650,2019,210006510,13082667,196923842,48045002,17208177,-5440912,571892,60930981,6655759,50471911,10459069,8116959,1532245,0,0,0,45386881,0
(주)국순당,43650,2020,226012235,15762945,210249290,50345658,22566284,5089339,15417535,58069595,8625063,48542836,9526760,7949735,1043935,0,0,0,43432905,0
(주)국순당,43650,2021,244356303,20261776,224094527,61741325,29213089,8341701,16884403,65329068,11911258,53440797,11888271,8437256,2465909,0,0,0,38322815,0
(주)국순당,43650,2017,208832133,17086381,191745752,60087461,23148955,-3584872,9847390,75544356,10643502,65410252,10134104,8718979,1801389,0,0,0,49398687,0
(주)국영지앤엠,6050,2018,60335138,8586831,51748308,56301480,956505,-920018,-354808,25138635,8586831,22496950,2641685,8406553,685295,0,0,0,30512052,0
(주)국영지앤엠,6050,2019,68657302,15830851,52826451,73013468,3291919,991045,1089819,32068324,12276270,29481688,2586636,11741527,427803,1500000,1804780,0,31059486,0
(주)국영지앤엠,6050,2020,70027760,19015196,51012563,64386056,227824,-2061462,-1305459,32356989,15036771,30630615,1726373,9514585,418380,7500000,0,0,31106212,0
(주)국영지앤엠,6050,2021,66277051,20124923,46152128,55030166,-4392157,-6739784,-4860436,29757998,18257712,26602764,3155233,6226450,389876,7500000,0,0,28116185,0
(주)국영지앤엠,6050,2017,66101002,13489458,52611544,62861661,3163530,1410362,1431624,29995395,11239458,26799413,3195981,15882683,680102,0,2250000,0,31770240,0
(주)국전약품,307750,2018,,,,,,,,,,,,,,,,,,
(주)국전약품,307750,2019,,,,,,,,,,,,,,,,,,
(주)국전약품,307750,2021,106988929,23838433,83150495,85354221,17945633,6134658,4038005,76914950,21851868,60708365,16206585,20150878,10989483,5133275,942840,0,23705044,0
(주)국전약품,307750,2020,57802440,25572396,32230044,80623076,14518436,5790480,-3316511,39004298,21781590,26961430,12042868,15977706,5903006,11458009,1950000,990000,14137283,0
(주)그래디언트,35080,2017,344022749,15302824,328719925,12485184,12485184,6033339,-54754214,3201309,10030244,3201310,0,0,0,9748094,0,0,396437,0
(주)그래디언트,35080,2019,336145750,16057558,320088192,8719700,8719700,3788374,4125060,208003,12382091,208003,0,0,0,11037377,0,0,2819233,0
(주)그래디언트,35080,2020,548439865,211850979,336588886,169181557,82189854,-1869302,806283,140039926,197169044,124615190,15424737,16516452,14540757,0,0,0,81403582,0
(주)그래디언트,35080,2021,606037452,273987259,332050192,15157574,15157574,10434962,-17403174,317198874,273688265,317198874,0,15634,0,0,0,0,430143,0
(주)그래디언트,35080,2018,339457297,14238879,325218418,12237889,12237889,5963182,4404863,2674301,9355864,2674301,0,0,0,9221930,0,0,246356,0
(주)그리티,204020,2019,86803901,11970153,74833748,120984485,66556901,4418702,2627015,68611692,11324485,35961056,32650635,6191460,1962053,0,0,0,2197445,0
(주)그리티,204020,2020,82599999,9318757,73281243,119857961,63314079,2591787,1540065,58186767,7805271,25571092,32615675,7108030,2479366,0,0,0,3837058,0
(주)그리티,204020,2021,73835239,9347742,64487497,104116383,51835462,-6804841,-10470712,48999609,8463253,14183742,34815867,4901274,2853880,0,0,0,4223566,0
(주)그리티,204020,2018,86557287,12506261,74051025,117056356,70603450,9289658,6019400,75670982,9013548,44955737,30715245,3884141,3381175,0,0,4000000,564992,0
(주)그린플러스,186230,2019,56587945,19815070,36772875,39502728,7470841,3430717,2435883,28574671,13388362,22731833,5842839,16180874,688488,5321224,4705000,0,17300012,0
(주)그린플러스,186230,2021,87360313,26971381,60388933,76237910,10735733,5717708,-4044435,53988130,19364808,44895212,9092918,18976938,2797607,10121224,5580000,0,20863940,0
(주)그린플러스,186230,2020,72749601,39301270,33448330,55545281,9667996,5419705,-1930086,40513083,27043375,35258306,5254774,18757759,3200766,10121224,3300000,6797938,20459414,0
(주)글로벌스탠다드테크놀로지,83450,2018,87524011,14883193,72640818,115619452,35709665,7914174,7747618,41265448,12624416,29359071,11906377,20750344,5821243,2000000,0,0,31327306,0
(주)글로벌스탠다드테크놀로지,83450,2019,120984040,30580877,90403163,150777009,56865536,22053993,17027156,78199372,29260908,60366909,17832463,36562614,11627554,2000000,0,0,29774088,0
(주)글로벌스탠다드테크놀로지,83450,2020,120933571,22463683,98469888,154150365,53699678,17111235,11351753,77580617,20957762,57161166,20419450,24319504,9081245,1000000,0,0,28768247,0
(주)글로벌스탠다드테크놀로지,83450,2021,176056638,47769394,128287244,289753441,101434326,39016137,32056676,123873120,46586258,95334313,28538807,52248573,13990201,1000000,0,0,34580133,0
(주)글로벌스탠다드테크놀로지,83450,2017,88966307,21687828,67278478,154761834,47792022,19126708,13135277,46766708,19442714,28784910,17981798,14151732,7361229,2000000,0,0,28387085,0
(주)금화피에스시,36190,2017,216252318,39948467,176303850,174993150,39501159,33131391,20754033,141168180,38567258,141168180,0,21773380,1099963,0,0,0,17661564,0
(주)금화피에스시,36190,2019,255149491,27406945,227742546,179177462,37581062,30433094,25283209,152061849,24897188,152061849,0,19981034,1484754,0,0,0,17526996,0
(주)금화피에스시,36190,2018,242310750,30944347,211366403,202098199,47044288,39495034,38175421,157919642,29577129,157919642,0,19585043,1560106,0,0,0,17430031,0
(주)금화피에스시,36190,2021,275117294,22559419,252557875,205982209,30183811,21171800,22302495,134841957,20417569,134841957,0,15762954,1761676,0,0,0,17910344,0
(주)금화피에스시,36190,2020,263069400,26152245,236917155,205790146,32768329,24209918,21657835,137595307,24223952,137595308,0,12096259,1745830,0,0,0,17599225,0
(주)기가레인,49080,2018,176296022,109417741,66878280,114668638,17334928,-1892191,-23731827,93687799,79426309,57972258,35715541,40544167,16847353,23292318,8621072,17944581,54575467,0
(주)기가레인,49080,2019,115539385,87651745,27887641,63361399,-12826321,-26726549,-44243046,60124344,62074744,44918400,15205943,25816185,8010905,27370208,7391502,17000000,41844081,0
(주)기가레인,49080,2020,100665922,49876679,50789244,37870890,-1613602,-13301307,-25137989,59511944,28905664,53658908,5853035,23175338,5127375,8628000,2142780,16000000,30669536,0
(주)기가레인,49080,2021,93643676,30638844,63004832,68973683,13891725,2797947,4257639,52514665,24138703,44958537,7556128,22741454,4640738,2300000,1285680,0,24219603,0
(주)기가레인,49080,2017,179756049,90732165,89023884,89874499,14723978,4705145,-401780,69139156,75490417,46667291,22471865,15486228,7430901,26649800,13015860,0,64041329,0
(주)기산텔레콤,35460,2017,44554117,9115826,35438291,29568090,6108227,-848554,-2085390,29268094,6983519,21343593,7924502,1842663,5839010,0,0,1200000,364498,0
(주)기산텔레콤,35460,2019,40025881,8645985,31379895,30545683,7729742,2565963,2205257,22585911,6669939,19423277,3162634,936740,1943020,3440000,0,960000,5931892,0
(주)기산텔레콤,35460,2020,42845627,12956188,29889440,26787022,4554380,-1163778,-1507052,27626821,9389267,25539936,2086886,8022809,4567876,1500000,2690000,0,5879309,0
(주)기산텔레콤,35460,2021,36649803,9159315,27490489,18129277,2596101,-3302348,-2534923,19556815,5298299,18087507,1469307,4276538,2449869,1350000,2330000,960000,6268871,0
(주)기산텔레콤,35460,2018,34219394,4973394,29246000,24864346,3836774,-2790221,-5791304,23094786,4028228,19131408,3963378,2412416,2071958,0,0,0,218698,0
(주)까스텔바작,308100,2019,88614189,11301641,77312548,81068234,49866629,9287318,7090294,66187581,9702477,29046451,37141130,4096242,1729345,0,0,0,2236614,0
(주)까스텔바작,308100,2021,116929289,44192134,72737156,66813040,33913316,-2961890,-4596072,68301722,30549571,40456884,27844840,8008303,3232588,0,0,10000000,5083476,0
(주)까스텔바작,308100,2020,100111686,20145746,79965940,67130253,40876110,7967138,2652048,69744353,8739449,34491241,35253112,6890546,2174928,0,0,10000000,2750634,0
(주)나노,187790,2018,66624058,22139959,44484099,34238747,5042813,783196,-5616504,21311661,19430902,13410203,7901458,3942916,1848015,7224192,2333280,0,16137295,0
(주)나노,187790,2019,73016346,25023622,47992724,38421023,5019307,1381812,475680,26750864,23888319,17581678,9169186,5259821,2334663,6594235,777760,0,15094766,0
(주)나노,187790,2017,59149648,22132488,37017160,29944292,5346822,1526011,-2829878,23979304,17801339,17252025,6727280,7887405,449659,8863432,3888800,0,17957123,0
(주)나노,187790,2021,58231241,29077449,29153791,35900951,6750973,2519532,-16406650,30900660,28007530,22989747,7910912,4060208,1891106,10360480,650000,0,14253666,0
(주)나노,187790,2020,69834141,26597470,43236671,36339792,5497236,360809,-4657278,30460017,24599799,22912388,7547629,3259927,2815018,11089000,1557760,0,14759949,0
(주)나노브릭,286750,2020,22122099,7991512,14130587,8651931,3416392,67221,-91587,11476012,6766856,9230142,2245870,786837,81075,1500000,300000,0,9633739,0
(주)나노브릭,286750,2021,32994831,20584958,12409872,7004484,2649143,-1635040,-2824300,22403532,19374581,19983345,2420188,2627347,63543,0,0,0,9388642,0
(주)나노브릭,286750,2019,24551526,10401714,14149812,7775408,1900565,-1512606,-763049,11714243,8726057,9792295,1921947,3301744,254159,3000000,300000,0,12077543,0
(주)나노신소재,121600,2017,89013566,6045760,82967807,45568866,20698602,8506727,6795716,61474512,3915903,30505677,30968835,11515655,311888,0,0,0,19909961,0
(주)나노신소재,121600,2019,101777474,8002613,93774861,48892961,19317638,5191475,5848754,72468307,5286410,34713163,37755144,9035018,491573,0,0,0,20294157,0
(주)나노신소재,121600,2020,106596286,14309341,92286945,48524488,15566054,1567186,1764646,65734248,9147220,35128439,30605810,11551441,1842488,3000000,3000000,0,28821292,0
(주)나노신소재,121600,2021,121663172,21256834,100406338,61206111,21642815,6413980,8253049,81925050,15597750,49658253,32266797,10041854,1212948,8927500,3000000,0,28388826,0
(주)나노신소재,121600,2018,98056917,9254386,88802531,52249960,22546866,8659691,7577945,70100637,7297513,30106115,39994521,12579883,640049,0,0,0,20910762,0
(주)나노엔텍,39860,2018,45657059,6940850,38716209,24871160,10010593,3236124,3683640,26007857,5146626,20328696,5679161,16944454,1094806,0,0,0,13403198,0
(주)나노엔텍,39860,2017,45400592,18612486,26788106,22133358,9433917,2944761,-799389,25666940,16421390,19930560,5736380,13765175,1147102,0,0,0,14107995,0
(주)나노엔텍,39860,2020,55778128,6623774,49154354,27440478,12428557,3450882,2627717,36076614,4268057,28732953,7343661,18180886,1581458,0,0,0,12515548,0
(주)나노엔텍,39860,2021,65955525,9354938,56600587,34234449,16447153,5596330,7643082,41753947,6963285,33951776,7802171,16330207,1028184,0,0,0,16672003,0
(주)나노엔텍,39860,2019,50554981,5442802,45112180,25099090,11071988,3583987,6191104,30446256,3079440,24692414,5753842,17419781,788115,0,0,0,12777234,0
(주)나래나노텍,137080,2021,,,,,,,,,,,,,,,,,,
(주)나무가,190510,2019,157114377,107467716,49646661,275379664,17702308,2906028,3214583,122158556,102231880,113281391,8877165,77661736,78566450,12303322,0,0,3490309,0
(주)나무가,190510,2020,161567610,110476816,51090794,388515152,17775623,2015876,-1498047,125844739,103897942,125437326,407413,117886041,62596242,23100000,500000,0,4776947,0
(주)나무가,190510,2021,152467271,92458836,60008435,349340380,20812840,3621116,8361244,105483006,91769374,105172577,310430,100644052,40121856,14000000,0,0,6824023,0
(주)나무가,190510,2017,73845257,45737923,28107335,169353908,3936731,-22688891,-43568385,53865520,43723217,53580778,284743,53430017,36932431,4300000,0,0,3974209,0
(주)나무가,190510,2018,78000824,39489201,38511623,199656907,10935557,8215658,10339276,59347429,38113989,59138004,209426,32852541,34025892,2000000,0,0,4627225,0
(주)나스미디어,89600,2019,279587256,147036488,132550768,78372579,78372579,23389051,18656401,206145559,142645893,206145559,0,24632800,123762156,0,0,0,10105451,0
(주)나스미디어,89600,2020,322623307,173075153,149548154,82057612,82057612,27301482,22451824,263212972,169585974,263212972,0,22551715,147847082,0,0,0,9680805,0
(주)나스미디어,89600,2021,369204310,201928768,167275542,88726132,88726132,30606245,24382995,293985299,192701535,293983934,1364,18587905,157793225,0,0,0,11456739,0
(주)나스미디어,89600,2018,229196776,104288307,124908468,71877991,71877991,19351123,15458417,161108150,99410569,161108150,0,21307115,88209413,0,0,0,10653106,0
(주)나스미디어,89600,2017,239540352,123700629,115839722,84283178,84283178,25654209,20237979,172095168,120456860,172095168,0,29299834,101707743,0,0,0,10688135,0
(주)나이벡,138610,2019,35734880,8330838,27404041,9287488,3978264,-960252,-2726636,17075714,4357690,13618959,3456755,3094141,235303,783000,20830,0,11175491,0
(주)나이벡,138610,2020,53080037,21240949,31839088,6357111,1741090,-3011681,-3637627,33334892,5830817,29815895,3518997,2194453,105973,2233000,1084500,20000000,11874325,0
(주)나이벡,138610,2021,53277317,25933116,27344201,13625371,7020939,-2108203,-5739767,26953868,5876606,22795485,4158383,3170373,158713,2183000,1102000,20000000,12678820,0
(주)나이벡,138610,2018,22317590,11741622,10575969,5207877,462065,-3402362,-4146156,5289806,7802804,2746436,2543370,1904579,121746,870000,851965,0,9869111,0
(주)나이벡,138610,2017,25750373,13388514,12361859,6302575,1955990,-1128739,-2567612,9993465,5690720,7582720,2410746,1851231,135088,920000,897780,5000000,9869545,0
(주)나이스디앤비,130580,2019,60523112,13685902,46837210,50280560,50280560,10084114,9097679,37120373,12319172,37120373,0,6996718,0,0,0,0,3272110,0
(주)나이스디앤비,130580,2020,68802755,14361566,54441190,60300993,60300993,11861568,10451027,42649037,14118713,42649037,0,6851544,0,0,0,0,2256162,0
(주)나이스디앤비,130580,2021,79872436,16874320,62998117,64716547,64716547,13895228,11989003,53343057,16177754,53343057,0,7773963,0,0,0,0,2081387,0
(주)나이스디앤비,130580,2018,51102350,10146944,40955406,42167015,42167015,8817160,7840104,30158313,9661636,30158313,0,4499944,0,0,0,0,837095,0
(주)나이스디앤비,130580,2017,43008000,7395916,35612084,32327045,32327045,6644056,4960968,23474936,7216597,23474936,0,3674577,0,0,0,0,777499,0
(주)나인테크,267320,2019,,,,,,,,,,,,,,,,,,
(주)나인테크,267320,2020,73527140,45108165,28418975,65865810,8633170,3293451,-1230558,45929692,26400978,29306496,16623197,12172258,14150117,4480000,17388100,0,24514916,0
(주)나인테크,267320,2021,81905515,56241754,25663761,63080213,-27776,-7633905,-5897271,47346598,43714906,34308869,13037730,12301987,10573594,3900000,10997820,0,27983583,0
(주)나인테크,267320,2018,,,,,,,,,,,,,,,,,,
(주)나인테크,267320,2017,,,,,,,,,,,,,,,,,,
(주)내츄럴엔도텍,168330,2019,46385446,27446642,18938805,6615116,-1740587,-8440259,-15322638,15224417,1814208,12962306,2262110,1818076,439739,0,1160000,24000000,28751139,0
(주)내츄럴엔도텍,168330,2020,49412102,34318202,15093900,13273093,6960502,1244551,-2165663,20102919,30657758,15995111,4107807,2833927,529341,0,0,4000000,27885560,0
(주)내츄럴엔도텍,168330,2021,47464651,4397448,43067203,13817406,6706723,-3434188,-3584114,17552801,3923694,12007673,5545128,1314735,543676,0,0,0,26918289,0
(주)내츄럴엔도텍,168330,2018,58376529,24115087,34261443,8892649,-1129030,-9689426,-16506112,23596103,22993179,18607522,4988582,2553549,827335,0,1160000,0,29371147,0
(주)내츄럴엔도텍,168330,2017,76003964,30243201,45760762,9238808,3328804,-5337960,-9645005,36803625,5226470,27457638,9345986,3163008,2047803,0,1160000,30000000,30426985,0
(주)네오리진,94860,2018,14691632,2901842,11789790,9064462,3941046,-771579,-3781297,6149983,1956568,4976365,1173618,2877115,997692,313500,0,0,548927,0
(주)네오리진,94860,2019,14066760,3248578,10818182,11270250,4710567,258267,-2726564,7948947,1464775,7353742,595205,2677616,648602,100000,0,0,762082,0
(주)네오리진,94860,2020,11435746,1845599,9590147,9473210,3951269,-1700861,-1800953,5251876,913106,4729278,522597,1111791,177637,0,0,0,674013,0
(주)네오리진,94860,2017,17731465,3129815,14601651,9032026,5003119,221865,218915,7496076,2196439,6630497,865579,3261444,779660,627000,0,0,565154,0
(주)네오리진,94860,2021,52887887,11072420,41815467,20645100,5685543,-2605215,-2363732,38678207,10315361,38133098,545109,5493214,3773257,0,0,0,514405,0
(주)네오셈,253590,2019,61104654,24085653,37019001,25334754,11655812,-3351213,-1740980,39160614,11830829,34774911,4385704,10282337,2835730,6600000,11423740,0,12039164,0
(주)네오셈,253590,2021,81885560,36277377,45608183,34585887,18717504,2754267,3924100,56558741,10269556,51818373,4740368,17524103,2690768,2700000,4729500,22000000,12983041,0
(주)네오셈,253590,2020,59872757,19334605,40538152,47307393,26907926,8100232,5220134,38888898,12906978,35038505,3850393,7199407,2939077,6600000,5576620,0,11016328,0
(주)네오셈,253590,2018,,,,,,,,,,,,,,,,,,
(주)네오오토,212560,2019,141061458,61702966,79358492,118441501,9122313,795115,2497866,39651206,34354801,31860069,7791137,15308660,13262029,0,25864635,0,96759498,0
(주)네오오토,212560,2018,142507781,64967716,77540065,115243742,9977809,2422365,5798405,36683081,37246832,28561203,8121878,12877539,13160277,1800000,27313133,0,101365834,0
(주)네오오토,212560,2021,146555505,57483554,89071951,142360251,15270658,5923322,6568001,52195706,35699584,41790495,10405210,21124493,15216871,0,20441420,0,90313672,0
(주)네오오토,212560,2017,137106556,64596982,72509574,128249343,8548059,1606020,4135626,37254793,36415924,29441795,7812998,13870104,10064316,1800000,28044158,0,95640623,0
(주)네오오토,212560,2020,144432893,61730201,82702692,117499436,10789304,2956981,3544581,50306736,47360683,41382168,8924568,17664016,14115018,6500000,13159225,0,90923460,0
(주)네오위즈,95660,2019,364839362,40074921,324764441,202617148,103641763,16643538,6495544,90967332,34885781,90956624,10708,18086221,7799817,0,0,0,53883075,0
(주)네오위즈,95660,2020,448799950,55610209,393189741,224298409,224298409,41114528,46436345,149349691,43911159,149338708,10983,20979033,6275050,0,0,0,75585815,0
(주)네오위즈,95660,2021,514355029,59529035,454825994,216097084,216097084,23335066,67297338,145613692,47757092,145603973,9720,0,5982414,0,0,0,71255586,0
(주)네오위즈,95660,2017,358084232,27981880,330102352,106849588,58766568,10186878,-25872555,140123612,25484835,140123612,0,11169085,4129451,0,0,0,905056,0
(주)네오위즈,95660,2018,369637231,43796161,325841070,155574255,75067361,11081403,-4753411,81598832,40017103,81598832,0,14469922,7357774,0,0,0,27993826,0
(주)네오위즈홀딩스,42420,2019,305733563,1312864,304420700,1860715,1860715,180113,5768056,106410445,557695,106364637,45809,0,0,0,0,0,2249,0
(주)네오위즈홀딩스,42420,2018,306379044,2750135,303628909,693917,693917,-485440,-4969594,124058087,2387103,124006215,51870,202654,0,0,0,0,9,0
(주)네오위즈홀딩스,42420,2021,287823477,1740130,286083347,835604,835604,-1164826,5059528,82045386,1374224,81999176,46210,0,0,0,0,0,198926,0
(주)네오위즈홀딩스,42420,2017,313767777,2247712,311520065,551698,551698,-260154,-10240089,129577881,97009,129525070,52810,151950,0,0,0,0,5080,0
(주)네오위즈홀딩스,42420,2020,291032499,1060389,289972111,989634,989634,-738214,-3502568,96167450,264627,96119030,48419,0,0,0,0,0,74056,0
(주)네오이뮨텍,950220,2021,189265508,21870576,167394932,0,0,-47709009,-48103467,163818932,20189589,163818932,0,0,0,0,0,0,2350959,0
(주)네오크레마,311390,2021,49915511,8153216,41762295,22908279,6072503,1969439,985190,25238947,5771509,18528168,6710779,3303569,510834,204052,1575000,0,21093000,0
(주)네오크레마,311390,2020,48477600,7709495,40768105,22124649,6390149,3104153,2270960,22132160,1198839,16162670,5969491,2059569,595155,0,5600000,0,21632199,0
(주)네오크레마,311390,2019,45863302,7923614,37939688,18448423,4131474,776937,1258938,20372941,1437504,14139944,6232997,2577881,876865,99,5600000,0,21508692,0
(주)네오티스,85910,2018,84260526,38865823,45394703,45195339,8495951,3513246,3000159,36724867,30659934,31409647,5315220,14707913,3569032,15798009,4943000,0,26252300,0
(주)네오티스,85910,2017,78550459,32448216,46102243,43473210,7827451,2393447,-7269754,30892970,27196946,27113348,3779620,14248758,4629928,11333146,2443000,0,27441976,0
(주)네오티스,85910,2020,99294900,56769280,42525620,38129773,7404110,2827061,152454,49898437,42403949,45730764,4167673,12350145,3127199,16250000,13175000,0,32541536,0
(주)네오티스,85910,2019,84509470,40190949,44318521,42566577,7759604,2645699,1372323,36739301,33288456,32033164,4706137,14737620,3566753,20135673,5625000,0,27839528,0
(주)네오티스,85910,2021,109451178,53916372,55534806,45587857,10358930,4615728,4167648,41958214,43494862,35441845,6516369,15227179,4067229,18750000,9725000,0,32496486,0
(주)네오팜,92730,2019,123245965,17108808,106137157,83586492,59772831,23347953,18153826,101834036,12890991,96634455,5199580,10766889,3333281,400000,4000000,0,10240262,0
(주)네오팜,92730,2020,132823267,15427358,117395909,81466222,58446801,21391242,17381103,113280912,15043740,106034615,7246297,10579116,4189089,0,0,0,9831940,0
(주)네오팜,92730,2021,142191467,13229523,128961944,87475160,61925745,21462195,16630281,120267254,13067187,113125147,7142107,10485236,4342675,0,0,0,9207051,0
(주)네오팜,92730,2018,74458661,13627575,60831086,66336414,48169055,19588203,15804253,58745127,12880456,52119562,6625564,9248812,3462802,0,400000,0,10439493,0
(주)네오팜,92730,2017,57785337,9101395,48683943,53553213,40127548,14632436,12152804,43967604,9003444,39190110,4777494,7421970,2760340,0,0,0,8915166,0
(주)네오펙트,290660,2020,52791266,24013788,28777478,2701004,1086980,-7488179,-9418220,16564336,18477894,15173924,1390411,2591026,9720,500000,3200000,0,11068679,0
(주)네오펙트,290660,2021,49116231,23716742,25399489,4093648,1899753,-4246095,-5313052,9057184,15867639,7498140,1559044,4126699,208838,500000,4972050,0,13066931,0
(주)네오펙트,290660,2019,43811943,26678896,17133048,5240117,2526369,-5148946,-17139135,10770104,22308655,9831029,939074,2382388,17771,500000,3000000,0,11534421,0
(주)네오펙트,290660,2018,41288317,6976034,34312283,4556630,3005185,-2052684,-9665824,25430373,4655232,24326297,1104076,6380558,119411,3940764,0,0,4432416,0
(주)네온테크,306620,2019,,,,,,,,,,,,,,,,,,
(주)네온테크,306620,2018,,,,,,,,,,,,,,,,,,
(주)네온테크,306620,2020,59368825,31608749,27760076,33815560,8142416,870580,-5315993,24235748,23757961,20284932,3950817,8584133,4036001,5000000,7010582,0,22365330,0
(주)네온테크,306620,2021,69235761,35308214,33927547,37894239,7437612,-3431645,-4878787,32872640,27177614,18765015,14107625,10185475,8544718,7000000,7000000,0,25045251,0
(주)네이블커뮤니케이션즈,153460,2019,25949215,1957930,23991285,12360704,6773084,-484726,-372930,18645393,1942530,18569143,76250,1679761,609515,0,0,0,6240926,0
(주)네이블커뮤니케이션즈,153460,2017,30886559,4180943,26705616,13473262,5335576,-6481007,-6335770,22181277,4180943,20771618,1409660,2953496,1762292,0,0,0,6996056,0
(주)네이블커뮤니케이션즈,153460,2021,31144500,3838271,27306229,16263920,8996899,2474650,2738161,24885229,3405205,24386702,498528,4731806,1330364,0,0,0,5214743,0
(주)네이블커뮤니케이션즈,153460,2018,28037387,3673172,24364215,15833273,7023844,-2389050,-2345577,20225762,3607676,19603912,621850,1131692,540835,0,0,0,6545348,0
(주)네이블커뮤니케이션즈,153460,2020,27181595,2613527,24568068,11837099,6061680,399554,576783,20537942,2432658,20434299,103644,3624513,871322,0,0,0,5383501,0
(주)네이처셀,7390,2019,93110328,11221553,81888775,23072026,12901852,1760569,902009,55894260,8839920,52755552,3138708,3555112,318650,2240000,23000,0,9765450,0
(주)네이처셀,7390,2020,85749950,23067828,62682122,16719797,7600376,-6410732,-18869662,56333935,20517508,53185586,3148348,5104468,359082,4190000,0,0,6672409,0
(주)네이처셀,7390,2021,69649962,8804814,60845148,22204011,9374295,-9497790,-32030755,42901357,6578475,39747391,3153965,7068226,1747735,0,0,0,6070094,0
(주)네이처셀,7390,2018,52875422,9746521,43128901,26715298,10983438,1227180,2234809,22135792,9278336,18931836,3203956,3685413,1209221,2240000,69000,0,10567078,0
(주)네이처셀,7390,2017,51440663,11958755,39481908,27215252,7621763,-525612,-460739,20458294,9656416,15733576,4724717,4098893,1059072,2240000,1871000,0,11105300,0
(주)네패스,33640,2018,286763961,120899772,165864190,267505341,63169687,22900497,21916076,92402429,97774728,85303718,7098710,32794987,13728985,21500000,12275000,0,142191508,0
(주)네패스,33640,2020,384809185,171782146,213027040,269153123,53434543,16594706,18540121,123643615,64260499,115458476,8185140,35711169,20929979,14400000,50166667,50000000,112433011,0
