기업,연도,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,당기순이익
와이엠티,2020,1.07E+11,91724172867,1.98E+11,45106636948,35305472034,80412108982,7477489000,67475101425,1.18E+11,1.14E+11,23483028461,19771196902
와이엠티,2019,90602242426,73326016979,1.64E+11,45463224499,28031923495,73495147994,3702600000,53129877864,90433111411,95486218684,22107720088,17381442634
와이엠티,2018,61079590564,65998371373,1.27E+11,25975523314,26691842719,52667366033,3702600000,40344428016,74410595904,73030114461,14683838676,9785211759
와이오엠,2017,10669973892,3504416691,14174390583,4799615172,15130420,4814745592,5781767000,-35111075619,9359644991,30183891032,1244281390,-2761761014
와이오엠,2020,14285891541,14002146689,28288038230,7137667347,3403973161,10541640508,7927868000,-26171008668,17746397722,31802152269,1269966732,2381946076
와이오엠,2019,18969824263,19017747507,37987571770,21330856438,2715450622,24046307060,7416623000,-28480245420,13941264710,34982216903,925727347,-25326879943
와이오엠,2018,17700061574,21099667262,38799728836,32424026683,109321160,32533347843,5781767000,-3093263998,6266380993,30702210086,275261814,-3057231527
와이제이엠게임즈,2017,89881790914,22073608770,1.12E+11,8927187962,23128520174,32055708136,4563659500,3911708108,79899691548,35070797234,-2475048333,-10418356717
와이제이엠게임즈,2020,31560263078,48886038659,80446301737,12520407071,3252342922,15772749993,5414723500,-23187928234,64673551744,30337042274,-2710326167,-7622748893
와이제이엠게임즈,2019,46391519940,45316301458,91707821398,18798696810,322140445,19120837255,5414723500,-15203410520,72586984143,40634665592,2062961274,-5652546705
와이제이엠게임즈,2018,67661333401,31861401029,99522734430,31644421463,1781805308,33426226771,4563659500,-9555733763,66096507659,39541474730,-4662767636,-14660211564
와이즈버즈,2018,,,,,,,,,,,,
와이지-원,2017,3.33E+11,4.08E+11,7.42E+11,2.78E+11,1.42E+11,4.21E+11,16009879500,2.30E+11,3.21E+11,3.87E+11,59328728938,35560214048
와이지-원,2020,3.99E+11,4.56E+11,8.55E+11,3.83E+11,1.74E+11,5.57E+11,17820288000,1.87E+11,2.98E+11,3.74E+11,-15829096049,-36626215617
와이지-원,2019,4.01E+11,4.46E+11,8.47E+11,3.42E+11,1.74E+11,5.16E+11,16010333500,2.39E+11,3.31E+11,4.28E+11,13166690624,605414119
와이지-원,2018,4.05E+11,4.27E+11,8.32E+11,3.29E+11,1.68E+11,4.97E+11,16010293000,2.45E+11,3.35E+11,3.91E+11,45703192934,21881705453
와이지엔터테인먼트,2017,3.07E+11,2.76E+11,5.84E+11,73254466852,78240195896,1.51E+11,9253046500,1.24E+11,4.32E+11,3.50E+11,25197829293,11910569345
와이지엔터테인먼트,2020,2.39E+11,2.97E+11,5.43E+11,98806222904,16378628512,1.20E+11,9367476500,1.25E+11,4.23E+11,2.55E+11,10748005141,3150284532
와이지엔터테인먼트,2019,1.51E+11,3.56E+11,5.16E+11,69473430050,18010385104,94683750039,9258996500,1.15E+11,4.22E+11,2.54E+11,5355585675,-24642188675
와이지엔터테인먼트,2018,2.32E+11,3.62E+11,5.94E+11,62517242281,82189933556,1.45E+11,9253046500,1.40E+11,4.49E+11,2.69E+11,19693281390,15944943943
와이팜,2020,81760850060,23116659821,1.05E+11,1336416748,6123970313,7460387061,18570678000,17136642165,97417122820,37354123248,-3703218551,9295789998
와이팜,2019,43000515339,11576899052,54577414391,6513538951,1621618458,8135157409,3342722000,7840852167,46442256982,1.25E+11,11966073634,11333859482
와이팜,2018,28216980131,11996570383,40213550514,5698203751,937022852,6635226603,3342722000,-3493007315,33578323911,64627080376,4907502536,3244385229
와토스코리아,2017,52683395417,22583146349,75266541766,1732695961,1315748512,3048444473,3400000000,61921580790,72218097293,21421425506,3537752839,3641479330
와토스코리아,2020,55822902702,21431412130,77254314832,1418306566,1801287639,3219594205,3600000000,63748762964,74034720627,18310579445,156507326,1454175076
와토스코리아,2019,54702157937,22360633685,77062791622,1470272671,1654602165,3124874836,3600000000,63651959123,73937916786,18321001766,505798195,1803041352
와토스코리아,2018,54586173326,22173902274,76760075600,1933324986,1227144457,3160469443,3600000000,63313648494,73599606157,21298243638,2006408352,2902872761
우리기술,2017,28535299453,56682808417,85218107870,27952978951,19643657864,47596636815,41785919500,-33876850963,37621471055,30179282151,5024861160,3265238605
우리기술,2020,50000332127,68299169103,1.18E+11,50683520218,16650482546,67334002764,63753783500,-55826019436,50965498466,49911171537,2705385476,-1411519470
우리기술,2019,31562691656,72725624446,1.04E+11,58350179612,13509842646,71860022258,49555902500,-54345658508,32428293844,34533856427,-7556634089,-9816059604
우리기술,2018,34511704829,57102602004,91614306833,28657679024,29890228445,58547907469,42699996000,-42254875532,33066399364,28192114567,-2867781787,-8340145633
우리기술투자,2018,,,,,,,,,,,,
우리넷,2018,,,,,,,,,,,,
우리로,2017,26999350771,34416327437,61415678208,26832340411,1998278488,28830618899,11656228000,-10252700635,32585059309,41059214735,-5854670452,-10620831441
우리로,2020,30123840565,31642098715,61765939280,40529148959,2785128165,43314277124,14081747500,-32408309636,18451662156,1.11E+11,-2134841598,-9907403478
우리로,2019,35728529681,40299369672,76027899353,47602009593,2810491824,50412501417,13202382000,-23625126610,25615397936,1.15E+11,-2003953927,-10280896706
우리로,2018,37635540431,41054917948,78690458379,44718608120,1382360243,46100968363,12395559500,-14033462944,32589490016,55853880834,2700915823,-3157036459
우리바이오,2017,3.91E+11,2.22E+11,6.13E+11,4.30E+11,21826959654,4.51E+11,20759310500,-22596899131,1.62E+11,1.47E+12,-4221929792,-23347529495
우리바이오,2020,4.76E+11,1.70E+11,6.46E+11,4.65E+11,36232612021,5.01E+11,22458939000,-20734866814,1.45E+11,1.62E+12,39049729578,16982933313
우리바이오,2019,3.77E+11,2.33E+11,6.10E+11,4.38E+11,45102691707,4.83E+11,22458939000,-57012664292,1.27E+11,1.67E+12,26465969024,6096266648
우리바이오,2018,3.92E+11,2.13E+11,6.05E+11,4.43E+11,41436376318,4.85E+11,20759310500,-49863855005,1.20E+11,1.28E+12,-12293584579,-32516714494
우리산업,2018,,,,,,,,,,,,
우리산업홀딩스,2017,1.92E+11,1.62E+11,3.54E+11,1.41E+11,16717441871,1.58E+11,9443670500,31325145599,1.96E+11,3.33E+11,,9231125469
