기업,연도,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,당기순이익
남화토건,2020,62358153160,1.09E+11,1.71E+11,16111042627,12302790386,28413833013,5870000000,1.25E+11,1.43E+11,75363631340,4593398095,6526237618
남화토건,2019,62367314797,99882655503,1.62E+11,11560638726,12010467313,23571106039,5870000000,1.20E+11,1.39E+11,53704665396,1681984228,5122991281
남화토건,2018,40978352736,1.15E+11,1.56E+11,10066458230,12017001322,22083459552,5870000000,1.15E+11,1.34E+11,51700366950,1184314931,447974241
내츄럴엔도텍,2017,42040959674,43641860284,85682819958,5459761305,25503602437,30963363742,10115520000,8002629917,54719456216,9238807537,-5391216295,-8860823749
내츄럴엔도텍,2020,20451401826,30347107532,50798509358,31119379063,3857587046,34976966109,,,15821543249,13247175762,-315912962,-2997187772
내츄럴엔도텍,2019,15836552889,32947408408,48783961297,2418307744,25882525045,28300832789,,,20483128508,6580460423,-11129699151,-16008383400
내츄럴엔도텍,2018,24240298181,36925667033,61165965214,23578756060,1099907451,24678663511,,,36487301703,8928361729,-13587338663,-23238141346
네오리진,2017,7853985934,9829634067,17683620001,2204133241,933376226,3137509467,4765306200,-2204499815,14546110534,9263380157,168663656,166206825
네오리진,2020,5251875808,6183869809,11435745617,913105610,932493202,1845598812,5064259500,-10487175421,9590146805,9473209803,-1700860527,-1800952683
네오리진,2019,7948947219,6117813225,14066760444,1464775192,1783802776,3248577968,5064259500,-8715196805,10818182476,11270249760,258266697,-2726563959
네오리진,2018,6149983178,8541648532,14691631710,1956567513,945274532,2901842045,4765306200,-6057294584,11789789665,9064461595,-771578849,-3781297232
네오셈,2018,,,,,,,,,,,,
네오오토,2017,37254793289,99851762805,1.37E+11,36415923832,28181057837,64596981669,3937481500,56034757365,72509574425,1.28E+11,1606020099,4135625647
네오오토,2020,50306736408,94126156101,1.44E+11,47360683404,14369517279,61730200683,3937481500,66227874766,82702691826,1.17E+11,2956981038,3544580663
네오오토,2019,39651205562,1.01E+11,1.41E+11,34354800840,27348164775,61702965615,3937481500,62883675215,79358492275,1.18E+11,795115393,2497865671
네오오토,2018,36683080607,1.06E+11,1.43E+11,37246832139,27720883680,64967715819,3937481500,61065247850,77540064910,1.15E+11,2422365250,5798404970
네오위즈,2017,1.89E+11,1.16E+11,3.04E+11,32738254433,6872915930,39611170363,10957504000,1.98E+11,2.65E+11,1.74E+11,10872808228,-2143712937
네오위즈,2020,2.48E+11,2.31E+11,4.79E+11,57878722048,25857494694,83736216742,11016859500,3.11E+11,3.96E+11,2.90E+11,60335802734,62167755060
네오위즈,2019,1.91E+11,2.07E+11,3.98E+11,44926807529,24196773766,69123581295,10957504000,2.52E+11,3.29E+11,2.54E+11,32567478098,27623321956
네오위즈,2018,1.55E+11,2.12E+11,3.67E+11,50887701459,16984846589,67872548048,10957504000,2.29E+11,2.99E+11,2.15E+11,22555606256,33524295298
네오위즈홀딩스,2017,3.36E+11,1.89E+11,5.25E+11,34890966794,13504689745,48395656539,4653433000,2.02E+11,4.76E+11,1.85E+11,10628248198,-6798711205
네오위즈홀딩스,2020,3.66E+11,3.68E+11,7.35E+11,58429427706,37770201459,96199629165,4653433000,3.00E+11,6.39E+11,2.89E+11,57750301092,94962424119
네오위즈홀딩스,2019,3.12E+11,3.10E+11,6.22E+11,45404199285,27468432812,72872632097,4653433000,2.50E+11,5.49E+11,2.54E+11,29418402804,40857864043
네오위즈홀딩스,2018,2.97E+11,2.93E+11,5.91E+11,55069193756,19244548969,74313742725,4653433000,2.30E+11,5.16E+11,2.16E+11,20904668448,43566138753
네오이뮨텍,2020,74110220,13798724,87908944,8270651,2224065,10494716,1655,-57693823,77414228,0,-26498652,-25809275
네오이뮨텍,2019,94742121,9997629,104739750,2597200,2051150,4648350,1647,-31882138,100091400,0,-13918557,-12180228
네오이뮨텍,2018,42141675,6914196,49055871,650820,67570,718390,1333,-19701910,48337481,0,0,0
네오크레마,2020,25125840784,24048934622,49174775406,2727352801,6660688536,9388041337,3657997500,14340442562,39786734069,29821100539,1259115566,1366683371
네오크레마,2019,23764433119,23447009025,47211442144,2638514385,6706393403,9344907788,3628000000,12955067855,37866534356,19776649084,665100989,1025691053
네오크레마,2018,15171278228,17115237035,32286515263,2598757931,6537911303,9136669234,134750000,11930546736,23149846029,21745255134,3266190914,3561554297
네오티스,2017,31587246534,49441998560,81029245094,29363136264,5586017306,34949153570,5506839000,8051797812,46080091524,43473210147,3266173411,-7249333908
네오티스,2020,51137848026,51845663968,1.03E+11,44746782571,16002079059,60748861630,5506839000,28951336938,42234650364,37969069075,3742592720,370556043
네오티스,2019,37012899094,49898839691,86911738785,34354475774,8873320795,43227796569,5506839000,30819211588,43683942216,42409365424,3357376390,1456669883
네오티스,2018,37412246703,49227627942,86639874645,33185349192,8901222487,42086571679,5506839000,31541084910,44553302966,45195339088,4693122500,3178418509
네오팜,2017,44047409312,12647397864,56694807176,9014942408,97950270,9112892678,3730618500,33278784257,47581914498,53633506628,14037876045,11559211337
네오팜,2020,1.14E+11,19426294839,1.33E+11,14876597545,383617698,15260215243,4103680500,71100062069,1.18E+11,81625347558,21902092332,18130855337
네오팜,2019,1.02E+11,21061358604,1.23E+11,12831106294,4217817203,17048923497,4103680500,59084551927,1.06E+11,83240333171,22960501475,19245381592
네오팜,2018,58937368719,13991115747,72928484466,12894135637,747119465,13641255102,3730618500,44756945894,59287229364,66274581623,19161761934,15369685349
네오펙트,2020,23093138649,34813785127,57906923776,26823106107,13219252821,40042358928,9453140000,-60762171430,17864564848,18624676609,-14204357169,-15103130489
네오펙트,2019,19794181107,27222273926,47016455033,27015610837,7446174774,34461785611,5965522500,-45754915306,12554669422,12311250556,-13648970472,-15875138935
네오펙트,2018,29301393814,6619022163,35920415977,5292240179,2376715281,7668955460,5911772500,-29307467370,28251460517,5653092956,-5238859657,-9634327505
네오펙트,2020,23093138649,34813785127,57906923776,26823106107,13219252821,40042358928,9453140000,-60762171430,17864564848,18624676609,-14204357169,-15103130489
네오펙트,2019,19794181107,27222273926,47016455033,27015610837,7446174774,34461785611,5965522500,-45754915306,12554669422,12311250556,-13648970472,-15875138935
네오펙트,2018,29301393814,6619022163,35920415977,5292240179,2376715281,7668955460,5911772500,-29307467370,28251460517,5653092956,-5238859657,-9634327505
네오펙트,2020,23093138649,34813785127,57906923776,26823106107,13219252821,40042358928,9453140000,-60762171430,17864564848,18624676609,-14204357169,-15103130489
네오펙트,2019,19794181107,27222273926,47016455033,27015610837,7446174774,34461785611,5965522500,-45754915306,12554669422,12311250556,-13648970472,-15875138935
네오펙트,2018,29301393814,6619022163,35920415977,5292240179,2376715281,7668955460,5911772500,-29307467370,28251460517,5653092956,-5238859657,-9634327505
네이처셀,2017,20458293673,30982369082,51440662755,9656416003,2302338647,11958754650,26416199500,-5858116263,39481908105,27215252184,-525611575,-460738866
네이처셀,2020,56333934528,29416015171,85749949699,20517508451,2550319365,23067827816,30595199500,-21840739406,62682121883,16719797396,-6410732429,-18869661732
네이처셀,2019,55894259755,37216068232,93110327987,8839919624,2381633025,11221552649,30595199500,-2541867512,81888775338,23072025671,1760568946,902008728
네이처셀,2018,22135792414,30739629566,52875421980,9278336241,468184371,9746520612,26528199500,-3355871282,43128901368,26715298258,1227179934,2234809465
네패스,2017,1.04E+11,2.04E+11,3.08E+11,1.06E+11,81040144007,1.87E+11,11089077500,44564953804,1.21E+11,2.85E+11,19305346473,3941829390
네패스,2020,2.38E+11,5.64E+11,8.02E+11,1.33E+11,4.08E+11,5.41E+11,11629601000,40417290116,2.61E+11,3.44E+11,-3566837922,-62661070422
네패스,2019,1.94E+11,3.28E+11,5.22E+11,1.39E+11,1.92E+11,3.31E+11,11629601000,95969930108,1.91E+11,3.56E+11,61591419326,31091671181
네패스,2018,95984959787,1.86E+11,2.82E+11,1.11E+11,29715199500,1.41E+11,11586270500,66974545101,1.41E+11,2.73E+11,22028887806,22949184259
네패스아크,2020,73762742517,2.28E+11,3.02E+11,40228797885,1.14E+11,1.54E+11,5391218000,-30599277253,1.48E+11,67844759237,8652484014,-35149011287
네패스아크,2019,37947954587,1.21E+11,1.59E+11,36230091562,91005968046,1.27E+11,3142857500,4648867884,31639881226,54718939371,18211748684,4652732551
네패스아크,2018,0,0,0,0,0,0,0,0,0,0,0,0
넥스턴바이오,2017,78647176216,16105704548,94752880764,2827469055,160383262,2987852317,5923260000,46582098738,91765028447,43707617682,10076521717,6779439552
넥스턴바이오,2020,66785618095,32565301896,99350919991,2068582394,514587399,2583169793,5923260000,51340910784,96767750198,9685363631,-3017727425,-2436285610
넥스턴바이오,2019,74650712317,30518944324,1.05E+11,4406035523,604699775,5010735298,5923260000,54732081929,1.00E+11,32446754392,2997381421,5757744620
넥스턴바이오,2018,99390670574,14129609379,1.14E+11,17847852564,159526372,18007378936,5923260000,50086061603,95512901017,26649697076,4102995423,5548997526
넥스틴,2020,45335988036,8923294606,54259282642,7637756338,733850518,8371606856,1579900000,972720363,45887675786,49445117659,18099074344,14712171660
넥스틴,2019,14699467685,3766545182,18466012867,15323104894,1704542989,17027647883,1169805000,-13397191718,1438364984,9393622576,-1759914788,-2597727473
넥스틴,2018,14239676336,4794731196,19034407532,11568904254,4127301218,15696205472,1132005000,-10684419331,3338202060,12928806012,-415481145,-228842938
넵튠,2018,,,,,,,,,,,,
노랑풍선,2020,31294724197,48300233405,79594957602,29854760900,383712338,30238473238,2382825000,27151197425,49356484364,19959493919,-6320013015,
노랑풍선,2019,65271780626,49710148598,1.15E+11,57872519806,898523509,58771043315,2382825000,34005598970,56210885909,76779803060,-2058521935,
노랑풍선,2018,50516392981,47945026889,98461419870,57963034365,331831562,58294865927,2000000000,37043622404,40166553943,92775359629,3545044947,
노바렉스,2017,45605431420,26193009130,71798440550,18659747783,800608495,19460356278,3823970000,35515717497,52338084272,80853618027,9897600005,7952555271
노바렉스,2020,1.00E+11,1.15E+11,2.16E+11,57761405328,41750263753,99511669081,4501870000,78794633450,1.16E+11,2.23E+11,26992725408,24999759087
노바렉스,2019,79998622253,74373782292,1.54E+11,38861818517,23635369939,62497188456,4501870000,55321660380,91875216089,1.59E+11,16305801125,14506483467
노바렉스,2018,63975251246,42345723811,1.06E+11,26034091906,1199357165,27233449071,4501870000,42492541623,79087525986,1.07E+11,11334720852,9151951301
노바텍,2020,86593479898,16677117868,1.03E+11,13977637271,4940771852,18918409123,2510669000,44543913027,84352188643,67855056004,29335292183,27120976601
노바텍,2019,24220329736,15740699235,39961028971,2970784815,3624635085,6595419900,2508169000,23783626889,33365609071,26133498941,5524953115,5493008792
노바텍,2018,27804067479,5443470981,33247538460,1309729182,800238051,2109967233,2313400000,18904906129,31137571227,25883507228,6672040833,6867267065
노블엠앤비,2017,30174928365,87999617860,1.18E+11,43228979231,14399312312,57628291543,17171063500,-54621391931,60546254682,60316672810,-16187767476,-26087212082
노블엠앤비,2020,21248767526,35936977860,57185745386,33712142272,11864096493,45576238765,59516284000,-1.60E+11,11609506621,33084084989,-21322638314,-51534072049
노블엠앤비,2019,23817115989,80401191597,1.04E+11,48733531122,8354164368,57087695490,45731308500,-1.12E+11,47130612096,75340573483,-1591637831,-13979836179
노블엠앤비,2018,23423829373,85515256786,1.09E+11,60844334169,12278293942,73122628111,25247921000,-95850385361,35816458048,64349679400,-17705185595,-42557595752
노을,2018,,,,,,,,,,,,
노터스,2020,28578610105,45636744795,74215354900,15378500699,3812528277,19191028976,761936800,24584985752,55024325924,58519826412,8841369916,8589193809
노터스,2019,29228285694,32302366125,61530651819,12089823442,6418269843,18508093285,731702000,15976580026,43022558534,46039644588,6732640909,4553784011
노터스,2018,16253982060,27487191595,43741173655,10216986255,12021836143,22238822398,616525000,11825855312,21502351257,37237435668,5985687084,3855567020
녹십자엠에스,2017,41573792482,19990624672,61564417154,27583852486,6563179904,34147032390,4780000000,10989332504,27417384764,98389224141,133529073,-2344279284
녹십자엠에스,2020,61488661979,44114012465,1.06E+11,39097071413,8341266699,47438338112,10558641500,8087656272,58164336332,1.13E+11,4198562929,7189910239
녹십자엠에스,2019,50688833608,38177291645,88866125253,31185155583,6910854829,38096010412,10558641500,-15726815937,50770114841,81492911149,-3016073993,-16350335359
녹십자엠에스,2018,44864859818,19107969501,63972829319,21743733434,25465620875,47209354309,4780000000,-565808705,16763475010,71225457891,-5332632111,-11228628800
녹십자웰빙,2020,59275477819,55295639303,1.15E+11,23336537976,8157517015,31494054991,8876138000,19426079017,83077062131,75603023351,2316457354,1529212303
녹십자웰빙,2019,80348294141,26367416347,1.07E+11,14832671924,8714436569,23547108493,8876138000,19517618881,83168601995,66937567029,7624194438,5699384890
녹십자웰빙,2018,23158458713,15815028171,38973486884,8850848468,1277740233,10128588701,6581890000,15640387285,28844898183,53882815448,8408546342,5677973205
녹원씨엔아이,2018,,,,,,,,,,,,
농우바이오,2017,1.30E+11,1.10E+11,2.40E+11,54993874105,10244703534,65238577639,,,1.75E+11,1.04E+11,9952378444,9229014860
농우바이오,2020,1.70E+11,1.31E+11,3.02E+11,59383755883,6106190432,65489946315,8015280500,1.68E+11,2.36E+11,1.30E+11,4195074200,9456150360
농우바이오,2019,1.60E+11,1.30E+11,2.90E+11,52265028884,5844507896,58109536780,8015280500,1.62E+11,2.32E+11,1.21E+11,3931163431,6985733291
농우바이오,2018,1.50E+11,1.15E+11,2.64E+11,33288791092,2309519934,35598311026,8015280500,1.60E+11,2.29E+11,1.04E+11,5187448906,28648917159
누리플랜,2017,21403124171,17734713679,39137837850,17335941410,875732581,18211673991,,9120313987,20926163859,35622762559,482431980,-13776975
누리플랜,2020,60122570316,66488830816,1.27E+11,70414273903,17745705599,88159979502,3551371500,8663941930,38451421630,1.39E+11,6281054998,3536478464
누리플랜,2019,54496949989,63035122074,1.18E+11,72349578115,17822915023,90172493138,2734517500,5858692047,27359578925,91289923843,-2268367669,-3243838204
누리플랜,2018,21814586914,25708152856,47522739770,18171049756,7072094245,25243144001,2375700500,9309645900,22279595769,47668330486,-2318448877,369979413
누리플렉스,2017,85935939402,54041225560,1.40E+11,72787419729,18004203722,90791623451,6027767500,6151061558,49185541511,1.18E+11,2076426952,-5840427914
누리플렉스,2020,58250261609,65470461855,1.24E+11,39059549641,15035818450,54095368091,6027767500,28529175250,69625355373,1.10E+11,2887730316,2867013660
누리플렉스,2019,77913786094,50644355954,1.29E+11,56329716876,3903696874,60233413750,6027767500,26146983368,68324728298,1.48E+11,11613034312,8862079693
누리플렉스,2018,76828158600,51739841878,1.29E+11,52929797457,14666738684,67596536141,6027767500,17898789220,60971464337,1.90E+11,17333067706,11747611174
누보,2018,,,,,,,,,,,,
뉴로스,2017,71715272219,51926277839,1.24E+11,50142934377,20997552401,71140486778,8000469500,10700101358,52501063280,44781756251,2272883703,-5534147979
뉴로스,2020,63400396867,55376208495,1.19E+11,75234860516,8901489424,84136349940,14918686000,-68847657388,34640255422,45616329746,-21051027178,-48566227132
뉴로스,2019,1.13E+11,54565484452,1.68E+11,95066059948,10506118995,1.06E+11,11330724000,-21477337822,62434035716,59337239005,-4788021264,-25139886926
뉴로스,2018,89877812544,65981820711,1.56E+11,85804213256,11633325558,97437538814,9700796000,3250581440,58422094441,51336069618,878735680,-7535669801
뉴보텍,2017,20823614099,10073202929,30896817028,12957585409,1450180898,14407766307,12306959500,-8050168608,16489050721,41019670243,-1061019018,-950459292
뉴보텍,2020,25538218860,27818340043,53356558903,18115164599,14177690313,32292854912,16716875000,-13228198925,21063703991,42551789035,-3917140970,-5568608711
뉴보텍,2019,22441846221,23790827232,46232673453,14722101994,3883147539,18605249533,16716875000,-7420030436,27627423920,41769159681,1102452197,1803528537
