회사,amount,년도,2017,2018,2019,2020,2021
회사명,거래소코드,항목,amount,amount,amount,amount,amount
(주)휴비츠,65510,자산(*)(천원),125371685,126713990,135835558,135815882,134752050
(주)에스코넥,96630,자산(*)(천원),125468639,123875362,115856763,126264737,126358294
(주)휴메딕스,200670,자산(*)(천원),125719462,118538659,128693249,155052579,195866651
(주)인터엠,17250,자산(*)(천원),125830107,119709298,113432151,90171583,80845350
한국컴퓨터(주),54040,자산(*)(천원),125881533,123554007,114006478,118207038,116263720
(주)야스,255440,자산(*)(천원),125982691,236987042,212394252,196306516,225523313
(주)에스디생명공학,217480,자산(*)(천원),126080836,139407312,125357556,135435112,112239803
대주전자재료(주),78600,자산(*)(천원),127309389,165803123,177509298,192026854,275720698
금강철강(주),53260,자산(*)(천원),127517778,129772388,133621542,134650290,145728096
(주)윈스,136540,자산(*)(천원),127625784,148301170,158252381,168773502,179130762
(주)코프라,126600,자산(*)(천원),127817900,133262073,127804904,128533543,285430216
신흥에스이씨(주),243840,자산(*)(천원),128413212,220113724,222702209,222645429,373604965
(주)원익큐브,14190,자산(*)(천원),128447586,126618642,141856755,126338310,145518479
하이즈항공(주),221840,자산(*)(천원),128532042,128266572,130308140,134476438,135014197
(주)코메론,49430,자산(*)(천원),128677892,131102656,139321513,147859440,183990252
(주)코콤,15710,자산(*)(천원),128889699,147619453,147421473,151267857,157590083
우리바이오(주),82850,자산(*)(천원),129018055,113238167,115150815,116389233,117973812
제이더블유신약(주),67290,자산(*)(천원),129571286,118471438,138193777,123740170,108669890
(주)솔본,35610,자산(*)(천원),129810904,143138690,148864010,147914913,170993554
(주)누리플렉스,40160,자산(*)(천원),129899288,114473847,115319472,106040914,134448030
(주)코미팜,41960,자산(*)(천원),130076692,124823223,117266964,117195338,116196798
(주)코스온,69110,자산(*)(천원),130244325,188453474,199014917,183618827,106896389
(주)케이피엠테크,42040,자산(*)(천원),130401752,165953122,148280154,150443527,118307879
(주)로보스타,90360,자산(*)(천원),130429155,170121317,165443587,139360226,122162685
(주)에임하이글로벌,43580,자산(*)(천원),130492684,,,,
와이아이케이(주),232140,자산(*)(천원),130729952,160501980,163856843,250833223,307239356
남화산업(주),111710,자산(*)(천원),130818868,145441308,147317587,153225912,166982771
(주)에스지엔지,40610,자산(*)(천원),130881255,138318881,145844940,154501565,156590058
넥슨지티(주),41140,자산(*)(천원),131690028,127109839,117667661,120068153,152219071
(주)드림어스컴퍼니,60570,자산(*)(천원),132080078,200063358,164361525,171930649,253437736
제이엔케이히터(주),126880,자산(*)(천원),132380121,195184203,158379965,173226869,189138512
우수AMS(주),66590,자산(*)(천원),132630962,144284151,151537469,190485141,206681524
(주)에프에스티,36810,자산(*)(천원),132965805,138595900,166839090,205400119,282026233
(주)코아시아,45970,자산(*)(천원),133209216,116806123,184988248,190718957,216358718
(주)유니테스트,86390,자산(*)(천원),133383441,150490673,153181320,158363099,159466605
유니셈(주),36200,자산(*)(천원),133413327,140088892,165363811,195335565,229040375
(주)나래나노텍,137080,자산(*)(천원),133666578,119650955,122982111,126972180,149499230
(주)케이엠에이치,122450,자산(*)(천원),133672142,165719272,182038882,255557860,290176841
(주)이엔코퍼레이션,66980,자산(*)(천원),133704296,149275644,147012952,104017249,168800047
우리이앤엘(주),153490,자산(*)(천원),134317477,138505219,111709354,122702310,142904916
동아화성(주),41930,자산(*)(천원),134408568,141466891,150896769,142889203,172091438
우리엔터프라이즈(주),37400,자산(*)(천원),134448851,120164678,118210233,143980893,143318415
엘티씨(주),170920,자산(*)(천원),134663180,132614316,136252858,132479514,119104646
(주)희림종합건축사사무소,37440,자산(*)(천원),134709705,134684923,160207151,165429998,171794494
(주)티플랙스,81150,자산(*)(천원),134805426,133205475,151967840,149129295,209217566
하나머티리얼즈(주),166090,자산(*)(천원),135008497,248816460,295094740,352535899,443678514
(주)삼진엘앤디,54090,자산(*)(천원),135258427,135356680,135635910,129120553,140154079
에스텍(주),69510,자산(*)(천원),135295726,146863428,151829797,156643064,164249775
(주)와이어블,65530,자산(*)(천원),135593949,130811458,149671361,145308182,140425477
(주)동아엘텍,88130,자산(*)(천원),136272556,161679008,155200694,158506226,160533083
(주)시노펙스,25320,자산(*)(천원),136586152,129868810,144674179,130719150,164559364
(주)심텍홀딩스,36710,자산(*)(천원),136814551,136299977,126153562,137142281,212308664
(주)네오오토,212560,자산(*)(천원),137106556,142507781,141061458,144432893,146555505
인베니아(주),79950,자산(*)(천원),137894121,153457429,180768143,141775857,141719037
현우산업(주),92300,자산(*)(천원),137952570,154837579,165394610,176075418,194491609
재영솔루텍(주),49630,자산(*)(천원),138381080,152513852,150823406,160243808,177022362
(주)서진시스템,178320,자산(*)(천원),138415110,256276161,253117440,364595733,528824293
(주)싸이맥스,160980,자산(*)(천원),139003729,129190849,141538188,179719158,209381080
(주)비아트론,141000,자산(*)(천원),139436980,155444630,149896945,180250039,187383516
(주)지니뮤직,43610,자산(*)(천원),139493909,222002409,233880648,250537977,287040790
(주)엠에스씨,9780,자산(*)(천원),139507764,142771415,152760508,160393624,179294195
(주)메카로,241770,자산(*)(천원),139563314,153155096,155822453,152124961,162489431
(주)구영테크,53270,자산(*)(천원),139584386,146492374,141034767,151132791,150871224
(주)티에스이,131290,자산(*)(천원),140045717,159999142,181122769,209396201,276643607
(주)위메이드플레이,123420,자산(*)(천원),140669392,154193533,155441290,163696344,163045625
(주)뉴파워프라즈마,144960,자산(*)(천원),140717173,143481057,150733648,257831792,290804009
(주)제넥신,95700,자산(*)(천원),140733592,374811155,358176683,614454702,636310654
(주)뷰웍스,100120,자산(*)(천원),140743102,156662214,181258083,196954160,241039673
데브시스터즈(주),194480,자산(*)(천원),141545883,121209997,109296023,107009346,222659287
(주)에이프로젠헬스케어앤게임즈,109960,자산(*)(천원),141929747,238539524,219513249,237174301,225657034
(주)파인텍,131760,자산(*)(천원),142379279,103057836,117008273,96806729,68408390
(주)에이비프로바이오,195990,자산(*)(천원),142692950,147397287,180812258,170605386,183638680
(주)케이티서브마린,60370,자산(*)(천원),142796539,130714616,120947251,116812532,110389640
(주)포스코엠텍,9520,자산(*)(천원),142854178,122732583,129016970,130303408,156334135
(주)코스메카코리아,241710,자산(*)(천원),143768583,209034455,236253555,258598985,248565195
(주)파라텍,33540,자산(*)(천원),144329557,147162639,123217921,114518095,135508749
참좋은여행(주),94850,자산(*)(천원),144340764,153541309,145642690,99297348,96788501
대양제지공업(주),6580,자산(*)(천원),144476872,150819702,169916833,166266136,161468687
(주)엘아이에스,138690,자산(*)(천원),145107137,126320553,216697256,200077353,128613905
(주)상상인,38540,자산(*)(천원),145314680,217103662,256168217,267823536,275655913
(주)지에스이,53050,자산(*)(천원),145461519,153465901,159269231,165690827,179709546
(주)상보,27580,자산(*)(천원),145590340,105832442,95629081,105197126,120701745
알에프에이치아이씨(주),218410,자산(*)(천원),145958351,223785259,240101261,267959575,389354280
우원개발(주),46940,자산(*)(천원),146327361,144776897,149242088,154372582,149827127
메디포스트(주),78160,자산(*)(천원),146918730,173885776,212985364,219275862,249036896
(주)인지디스플레이,37330,자산(*)(천원),147070788,140112684,311381936,322178223,319150549
(주)대명소노시즌,7720,자산(*)(천원),147929577,138377414,244340471,228820182,187325600
경남스틸(주),39240,자산(*)(천원),148087552,141729071,141926691,138711490,162028047
(주)엘오티베큠,83310,자산(*)(천원),148401644,169825171,198277239,219809456,250926229
제이씨케미칼(주),137950,자산(*)(천원),148515989,179650243,236690810,237961779,288717082
(주)오리콤,10470,자산(*)(천원),148697870,155006222,140917191,122047215,144598333
(주)스타플렉스,115570,자산(*)(천원),149125819,140468810,135322683,113026438,79128652
(주)서플러스글로벌,140070,자산(*)(천원),149174879,175274881,171105016,215678726,266346606
덕산네오룩스(주),213420,자산(*)(천원),149244922,160322812,181310980,220912869,336564762
(주)유신,54930,자산(*)(천원),149440818,148138861,156433355,175593963,220466487
에스엔유프리시젼(주),80000,자산(*)(천원),149727803,136620729,151867906,150329758,169344566
(주)아바텍,149950,자산(*)(천원),150224726,145995227,144778503,150000528,153317043
(주)빅솔론,93190,자산(*)(천원),150262382,155370335,159183608,159952330,187192027
(주)액토즈소프트,52790,자산(*)(천원),150265224,117710189,165726567,135566957,144943968
(주)유비쿼스홀딩스,78070,자산(*)(천원),150305905,182934251,182330764,180741244,186665261
에이테크솔루션(주),71670,자산(*)(천원),151053787,155849722,165752187,155492194,161538954
(주)대호특수강,21040,자산(*)(천원),151074017,157282806,148023965,118292613,190664621
(주)플래스크,41590,자산(*)(천원),151162184,155003982,145833910,126824849,100152390
(주)에스티아이,39440,자산(*)(천원),151167373,243375990,253139385,241956596,325553953
신원종합개발(주),17000,자산(*)(천원),151539493,182061422,186237504,173860625,199471369
대화제약(주),67080,자산(*)(천원),151609309,146357873,146042548,155708814,158597482
(주)알에프텍,61040,자산(*)(천원),152284034,124079133,191326521,175202119,185786788
삼천리자전거(주),24950,자산(*)(천원),152740165,147275239,138949688,122053470,117304922
(주)파인테크닉스,106240,자산(*)(천원),152740724,114696761,107797370,107238003,232259046
나라엠앤디(주),51490,자산(*)(천원),153129812,163991261,161963986,148063220,140557016
(주)하이비젼시스템,126700,자산(*)(천원),153333967,157146226,155561357,160021557,223582046
(주)제일테크노스,38010,자산(*)(천원),153339422,153030146,152327093,148073506,155743018
(주)디에스케이,109740,자산(*)(천원),153376217,144853007,148458560,142651601,170431129
(주)리더스코스메틱,16100,자산(*)(천원),153437506,132884280,96062249,78978975,95507799
(주)서연탑메탈,19770,자산(*)(천원),153637839,124155667,121602268,126364969,123469503
(주)대륙제관,4780,자산(*)(천원),154374507,151007379,157495147,169194498,175168725
코스맥스엔비티(주),222040,자산(*)(천원),154657204,207091912,258477382,294361207,326251501
KB오토시스(주),24120,자산(*)(천원),155666545,151193035,144464067,150962914,157255132
삼현철강(주),17480,자산(*)(천원),156426117,167102809,171203628,184543689,212140777
(주)필옵틱스,161580,자산(*)(천원),156547216,188832679,191332747,222603185,189994997
(주)원익,32940,자산(*)(천원),156740791,108568979,153164098,165952610,167685407
(주)상상인인더스트리,101000,자산(*)(천원),156987990,69726126,47873562,42039666,46894380
대한광통신(주),10170,자산(*)(천원),157015673,317760137,289677208,267577066,232506474
피에스텍(주),2230,자산(*)(천원),157509294,163770235,163986607,152796382,157091901
이엘케이(주),94190,자산(*)(천원),158030179,105494358,41176595,,
유아이엘(주),49520,자산(*)(천원),158133308,124448023,110356000,122064058,115384899
삼천당제약(주),250,자산(*)(천원),158254156,181698218,194460076,205252009,222307930
(주)국보디자인,66620,자산(*)(천원),158317679,161750972,197762410,248699431,324447518
(주)한일진공,123840,자산(*)(천원),158460578,156037064,115939680,143877251,109044650
(주)이엠텍,91120,자산(*)(천원),158552175,251442770,192833530,248584535,288914415
우리손에프앤지농업회사법인(주),73560,자산(*)(천원),158668872,164136198,169867532,191295697,195561008
동양파일(주),228340,자산(*)(천원),159696071,148126248,129953595,122305171,126025097
(주)코엔텍,29960,자산(*)(천원),160299247,195319411,198228800,191437177,194149555
(주)미래컴퍼니,49950,자산(*)(천원),161327672,138548469,129827035,118052999,157236718
(주)제이브이엠,54950,자산(*)(천원),161555862,162136181,161920776,174544010,188411293
(주)아이디스,143160,자산(*)(천원),161616940,165365287,170335082,183020615,220456493
(주)영우디에스피,143540,자산(*)(천원),162153478,110001964,112411734,103438673,88612899
(주)비덴트,121800,자산(*)(천원),162760792,282081481,327294551,404001402,873508825
(주)진성티이씨,36890,자산(*)(천원),163332598,174812208,180904124,185383988,226342405
(주)와이엔텍,67900,자산(*)(천원),163547040,187174542,221476027,240538973,276678779
(주)바이넥스,53030,자산(*)(천원),164893896,187688906,202621622,270502860,273946693
(주)디스플레이테크,66670,자산(*)(천원),166844088,172266882,167971201,166633939,192128378
(주)마크로젠,38290,자산(*)(천원),167216803,173294361,215583180,209517976,225015810
에스케이씨솔믹스(주),57500,자산(*)(천원),167796374,202711866,229831583,,
삼아제약(주),9300,자산(*)(천원),167966454,173685656,191256882,182108956,189157119
(주)젬백스링크,64800,자산(*)(천원),168091273,201488645,202478365,199614490,215616239
(주)디오,39840,자산(*)(천원),168212064,199605860,240173065,278392045,296868124
(주)창해에탄올,4650,자산(*)(천원),168501703,161229994,158091079,164619139,163468669
(주)티씨케이,64760,자산(*)(천원),168791620,214136832,250869537,308578503,389705971
(주)승일,49830,자산(*)(천원),169038229,178709061,170980812,173914482,180893065
(주)레드로버,60300,자산(*)(천원),169236863,121197575,31639933,40307332,
이엠코리아(주),95190,자산(*)(천원),169523645,158897726,175960140,179138145,175822596
지스마트글로벌(주),114570,자산(*)(천원),169743689,153543790,88769378,,
한국선재(주),25550,자산(*)(천원),169792597,182601381,182154763,170348331,192810745
해성산업(주),34810,자산(*)(천원),170032917,191672501,212307072,796241474,919716402
(주)젬백스&카엘,82270,자산(*)(천원),170679167,172138743,174386962,172282467,182402633
해성옵틱스(주),76610,자산(*)(천원),173035577,138056562,128016994,87910660,90116250
덕산하이메탈(주),77360,자산(*)(천원),173927699,182912365,190684161,198251529,239857712
삼지전자(주),37460,자산(*)(천원),174095433,231635308,239832403,233531053,215208127
(주)프로텍,53610,자산(*)(천원),174203737,195593503,226831198,217481417,270070236
(주)현대바이오랜드,52260,자산(*)(천원),174290341,181220355,184908036,166751366,151751706
오로라월드(주),39830,자산(*)(천원),175041550,174272631,195560134,225619337,316052960
(주)텔콘알에프제약,200230,자산(*)(천원),175297812,178134585,136705017,236716085,181919095
(주)씨젠,96530,자산(*)(천원),177274022,151822829,181120290,1062683715,1391996233
(주)휴맥스홀딩스,28080,자산(*)(천원),177292471,164180834,157699568,149958526,169690604
(주)서원인텍,93920,자산(*)(천원),177750900,170207664,167091569,179619791,187266810
현대정보기술(주),26180,자산(*)(천원),178066001,176322438,,,
(주)태양,53620,자산(*)(천원),178923751,174721943,178743066,192962464,201940270
(주)헬릭스미스,84990,자산(*)(천원),179383001,269313074,353302235,458011018,281377067
(주)기가레인,49080,자산(*)(천원),179756049,176296022,115539385,100665922,93643676
(주)엘엠에스,73110,자산(*)(천원),179951139,179295515,221187269,195275956,207570006
현진소재(주),53660,자산(*)(천원),180808436,214077902,133964730,69517732,60347336
(주)제이스텍,90470,자산(*)(천원),181988549,142915886,152849084,146124748,160264272
에스맥(주),97780,자산(*)(천원),182115953,283573213,282922817,290902740,292144917
모트렉스(주),118990,자산(*)(천원),182561103,213097838,221967775,235505833,277720636
코나아이(주),52400,자산(*)(천원),182835121,146470939,282835825,684525896,1055019570
갤럭시아머니트리(주),94480,자산(*)(천원),183407717,229961761,240366929,262563153,317297017
대동기어(주),8830,자산(*)(천원),183471565,172786967,182832449,193003850,215060388
(주)씨티씨바이오,60590,자산(*)(천원),183582587,182574620,168288053,162991233,158258846
대한약품공업(주),23910,자산(*)(천원),184403448,234754644,246851673,253089722,272542222
(주)위닉스,44340,자산(*)(천원),184465889,201032938,255551136,305070414,319935262
(주)씨티케이,260930,자산(*)(천원),185263089,191962778,195941411,201378817,199402621
(주)아바코,83930,자산(*)(천원),185591390,211061822,196777944,202905408,260377382
(주)파마리서치,214450,자산(*)(천원),185717846,224885419,239509938,291217565,393555161
(주)원일특강,12620,자산(*)(천원),190624139,192497931,204284065,215221764,223877662
(주)모다,149940,자산(*)(천원),190649233,54678730,41319690,,
(주)에이치디,102210,자산(*)(천원),190938476,198332333,146820812,113373432,
(주)블루콤,33560,자산(*)(천원),191366921,185102857,187309440,184603437,178051422
(주)오텍,67170,자산(*)(천원),191997330,214235143,211376528,227434135,239709889
코오롱티슈진(주),950160,자산(*)(천원),192525701,164621431,124536732,72724786,61399475
(주)상아프론테크,89980,자산(*)(천원),192553694,197053033,205523488,230831573,266965815
(주)켐트로닉스,89010,자산(*)(천원),192638240,202953282,223363903,259892569,303417870
(주)아이티엠반도체,84850,자산(*)(천원),192700794,234197899,395101942,398174219,614388471
신화인터텍(주),56700,자산(*)(천원),192945566,197094538,177184765,167867694,164377146
(주)유니크,11320,자산(*)(천원),193398534,191868775,209312992,216856940,223713103
인화정공(주),101930,자산(*)(천원),193588822,224619427,214087064,211497897,278752426
(주)레이언스,228850,자산(*)(천원),194500122,201078003,218601038,209783983,225822113
콜마비앤에이치(주),200130,자산(*)(천원),194922655,223197623,294775725,392182448,447957811
케이비아이메탈(주),24840,자산(*)(천원),195099112,196664998,212861723,209662152,220944819
(주)일지테크,19540,자산(*)(천원),195237793,208936158,207799660,225935015,263465747
(주)아이에스시,95340,자산(*)(천원),195314543,200606522,196776621,264469086,266230721
(주)스맥,99440,자산(*)(천원),196252413,216761318,224013006,189952180,185874657
예스이십사(주),53280,자산(*)(천원),198817270,199072935,230343990,353510016,581501868
에이피에스홀딩스(주),54620,자산(*)(천원),199560642,233535689,242094234,189220209,271482862
코리아에프티(주),123410,자산(*)(천원),199622434,194259940,210469725,241642563,253277660
(주)에이치비테크놀러지,78150,자산(*)(천원),200161636,198299540,228286149,213830987,239427538
(주)동우팜투테이블,88910,자산(*)(천원),200503429,220488718,222990590,254412329,261688531
(주)부방,14470,자산(*)(천원),200547100,193523464,223913219,219646008,261110154
안국약품(주),1540,자산(*)(천원),201279897,203775836,207087227,192111884,198710726
(주)쇼박스,86980,자산(*)(천원),201374548,178588193,165220948,150430213,160137511
(주)케이엔엔,58400,자산(*)(천원),201506580,205389448,207886867,211242688,218933921
팅크웨어(주),84730,자산(*)(천원),203051511,196606236,202722615,217240551,279417152
(주)크리스에프앤씨,110790,자산(*)(천원),203419444,271346304,276302179,313342835,413475610
(주)대림제지,17650,자산(*)(천원),203465141,225546501,229356109,242237199,263784809
한솔신텍(주),99660,자산(*)(천원),204220671,,,,
(주)체리부로,66360,자산(*)(천원),204540574,205008167,217017651,193091964,208160758
(주)에스비에스콘텐츠허브,46140,자산(*)(천원),205045922,210641869,197213142,194254738,213907957
(주)고영테크놀러지,98460,자산(*)(천원),205696350,279985447,308020011,303115486,366774976
(주)원익테라세미콘,123100,자산(*)(천원),206216012,,,,
케이지이티에스(주),151860,자산(*)(천원),206239630,219714907,433209372,368946668,370002249
(주)컴투스홀딩스,63080,자산(*)(천원),206670519,182377281,198900359,217488667,262737732
(주)휴온스,243070,자산(*)(천원),207190964,239937239,284082527,395289888,413267804
(주)지엔코,65060,자산(*)(천원),207595634,186917368,172054008,154426013,144217916
(주)에코프로,86520,자산(*)(천원),208573214,258245476,380935613,663143306,800351293
(주)국순당,43650,자산(*)(천원),208832133,221229658,210006510,226012235,244356303
신성델타테크(주),65350,자산(*)(천원),209093101,199742911,216865840,221675673,258193427
대양전기공업(주),108380,자산(*)(천원),209307609,219740099,225317440,223739263,241431726
(주)아가방앤컴퍼니,13990,자산(*)(천원),209610946,189286199,185124158,185251075,192292408
(주)케이프,64820,자산(*)(천원),211073594,220344632,223469194,235017807,278058650
(주)이녹스,88390,자산(*)(천원),213055768,171947080,174509497,193680999,258392089
디아이티(주),110990,자산(*)(천원),213273179,302505729,290366403,338993478,319965911
(주)에스피지,58610,자산(*)(천원),213313579,234180863,224003291,230056682,269031448
(주)서진오토모티브,122690,자산(*)(천원),214056901,233804824,220013870,211668122,197098206
삼보산업(주),9620,자산(*)(천원),214150531,221286965,214179259,207332174,210095118
(주)케이엠더블유,32500,자산(*)(천원),214741466,278865017,394225538,349250165,339495467
한일단조공업(주),24740,자산(*)(천원),215294683,208873768,211040259,215554696,201746606
(주)금화피에스시,36190,자산(*)(천원),216252318,242310750,255149491,263069400,275117294
(주)캠시스,50110,자산(*)(천원),216896457,233595526,318210958,252051500,249927485
(주)파티게임즈,194510,자산(*)(천원),218383498,171438273,98064290,,
(주)케어젠,214370,자산(*)(천원),218425390,218845344,231762639,216240903,226648850
(주)원익큐엔씨,74600,자산(*)(천원),219225036,276922973,317129072,344782002,408173852
(주)피엔티,137400,자산(*)(천원),219619195,260903666,461672772,402704438,546629386
(주)동성화인텍,33500,자산(*)(천원),220559176,207172261,261012573,245370564,293970850
(주)슈피겐코리아,192440,자산(*)(천원),220844960,251514278,292117889,316195102,337624032
와이엠씨(주),155650,자산(*)(천원),220936448,171577201,124693099,107908475,112936179
(주)홈센타홀딩스,60560,자산(*)(천원),221820065,178995338,170219215,172667917,186184716
엔에이치엔한국사이버결제(주),60250,자산(*)(천원),221909829,280890513,311859100,374531875,405184091
(주)이녹스첨단소재,272290,자산(*)(천원),222342219,298924954,323313962,307734236,437357601
(주)안랩,53800,자산(*)(천원),222453370,242051757,256804581,276170272,327492795
(주)넥스트엔터테인먼트월드,160550,자산(*)(천원),223093076,210370784,212129385,190660060,221997388
(주)루트로닉,85370,자산(*)(천원),224189287,255253852,256299189,165116674,171561148
우리산업(주),215360,자산(*)(천원),225172590,242516324,238732640,241561810,238413068
(주)대창스틸,140520,자산(*)(천원),226666608,222595690,228321755,218268501,232711272
(주)옵트론텍,82210,자산(*)(천원),226740047,243897294,254015846,257015340,273227525
(주)에스에너지,95910,자산(*)(천원),227789606,210249847,207600721,169227107,188532159
메가스터디(주),72870,자산(*)(천원),228578480,241583105,241942720,265657853,273489219
농업회사법인(주)농우바이오,54050,자산(*)(천원),229440574,253156055,271519435,279701647,278074140
(주)아이센스,99190,자산(*)(천원),229745557,232933819,255471343,295145760,401916703
(주)디에이피,66900,자산(*)(천원),229912365,219431626,225787010,223460259,224769513
(주)아스트,67390,자산(*)(천원),230553103,284422896,450128809,389313774,358056521
(주)하림홀딩스,24660,자산(*)(천원),232572243,,,,
나이스평가정보(주),30190,자산(*)(천원),233114682,265184148,312334965,353559933,416798080
시그네틱스(주),33170,자산(*)(천원),233441432,200293037,182845685,166692445,182157161
(주)클리오,237880,자산(*)(천원),235713564,185333519,231175716,211442488,229393573
엘비세미콘(주),61970,자산(*)(천원),236459436,304997040,376889562,411810149,509547070
(주)우주일렉트로닉스,65680,자산(*)(천원),236616392,236503339,251744344,268844587,279131367
(주)탑엔지니어링,65130,자산(*)(천원),237565190,282258370,304949490,313541741,265045069
(주)이엔에프테크놀로지,102710,자산(*)(천원),237779826,271554557,328084161,382243645,463463675
(주)오스템,31510,자산(*)(천원),237800445,216692698,213496364,206856422,196652281
(주)아이씨디,40910,자산(*)(천원),237830610,186850780,194048979,220385327,220672547
(주)캐스텍코리아,71850,자산(*)(천원),238562123,258107077,259233643,241743495,223097272
(주)골프존,215000,자산(*)(천원),239011847,254578679,304860836,348043074,453214136
(주)나스미디어,89600,자산(*)(천원),239540352,229196776,279587256,322623307,369204310
(주)엘앤에프,66970,자산(*)(천원),240064894,302409617,393357840,445906220,1495720175
동양이엔피(주),79960,자산(*)(천원),240081425,241533737,276563657,300911725,323844775
(주)제우스,79370,자산(*)(천원),240986004,275308527,250270864,283061501,316723116
(주)케이에이치바텍,60720,자산(*)(천원),241234064,223197960,223517760,217580478,279179061
(주)토비스,51360,자산(*)(천원),242706062,269834950,261353852,263977214,324504015
(주)테스,95610,자산(*)(천원),242893381,241535356,247930312,274286107,336220576
미래나노텍(주),95500,자산(*)(천원),243228958,269690703,278582759,291997289,345413342
(주)이랜텍,54210,자산(*)(천원),244222958,247156132,233713380,218532229,288089662
(주)세보엠이씨,11560,자산(*)(천원),245392317,238809722,284018839,309146098,310546071
(주)현대에버다임,41440,자산(*)(천원),246444496,247681088,260503509,216002190,236583153
리노공업(주),58470,자산(*)(천원),246483656,282621920,325715904,361533315,466371034
(주)쏠리드,50890,자산(*)(천원),247161802,249890086,269365848,271514567,345482575
아이원스(주),114810,자산(*)(천원),248477638,255628828,241156783,212410875,224758760
경동제약(주),11040,자산(*)(천원),249085399,249277620,277175622,290204719,291036274
(주)제이티씨,950170,자산(*)(천원),250424942,238437075,342925317,547053676,363076446
엠케이전자(주),33160,자산(*)(천원),252151545,276508819,281917680,320903953,363837411
(주)세원물산,24830,자산(*)(천원),252941769,243011621,284013793,317901829,300993251
코웰패션(주),33290,자산(*)(천원),254315619,294116921,326404607,364505232,702415408
크루셜텍(주),114120,자산(*)(천원),254358739,220926238,82490801,40959032,26462109
(주)모두투어네트워크,80160,자산(*)(천원),254950078,257527533,262603012,147673248,114530560
(주)에스에이엠티,31330,자산(*)(천원),255376737,284278599,238982306,291230627,419397965
무림에스피(주),1810,자산(*)(천원),257121910,261903541,260739484,262652436,274119947
(주)연우,115960,자산(*)(천원),257336596,282443474,289309212,281329096,290990110
(주)케이티알파,36030,자산(*)(천원),258240378,272768636,279817890,280645728,391552507
(주)이라이콤,41520,자산(*)(천원),260804054,366745342,232126119,230867223,224575405
(주)심팩메탈,90730,자산(*)(천원),262850991,,,,
메가스터디교육(주),215200,자산(*)(천원),264199888,344042969,393440649,493166111,648751667
(주)다산네트웍스,39560,자산(*)(천원),264207257,235773847,251398349,260650591,271126293
한국정보통신(주),25770,자산(*)(천원),265654516,290157439,353432003,323193859,393884537
한국전자금융(주),63570,자산(*)(천원),265881789,381877405,418595503,433291897,459840446
가온미디어(주),78890,자산(*)(천원),267598875,325081118,306839004,288005976,279752389
한국알콜산업(주),17890,자산(*)(천원),268016147,308443641,324588968,370350324,415235310
나이스정보통신(주),36800,자산(*)(천원),269315231,272882615,285397852,311981060,354528341
(주)유진테크,84370,자산(*)(천원),269787585,291566777,318549599,328276005,413678034
(주)원익머트리얼즈,104830,자산(*)(천원),270701011,321204032,334692809,373316855,426432897
피에스케이홀딩스(주),31980,자산(*)(천원),272529708,311767437,101016381,205073785,235119714
(주)다우데이타,32190,자산(*)(천원),276363963,310392218,385584559,449199716,479376179
인선이엔티(주),60150,자산(*)(천원),276458162,295102425,330058278,434974990,446603249
(주)아이디스홀딩스,54800,자산(*)(천원),278781262,279615838,262808987,265258291,270012019
(주)디엠에스,68790,자산(*)(천원),279263248,315609965,298807052,369359243,390119286
(주)삼보판지,23600,자산(*)(천원),281405290,298757899,279029521,293733512,309443464
에스와이(주),109610,자산(*)(천원),281624350,264718429,284866273,263398079,301763582
(주)한글과컴퓨터,30520,자산(*)(천원),281884103,284911574,288440116,313400102,341345150
(주)성도이엔지,37350,자산(*)(천원),283354128,317227199,357648351,305379828,331014460
(주)카카오게임즈,293490,자산(*)(천원),285645289,478026345,520693597,1148416846,2217251005
(주)루멘스,38060,자산(*)(천원),288489412,260067981,193665426,172040143,165976497
(주)와이솔,122990,자산(*)(천원),289191761,293487140,326706206,311514429,336194685
유니슨(주),18000,자산(*)(천원),289503951,259147957,248355549,276609248,279514635
(주)네패스,33640,자산(*)(천원),292764814,286763961,392537623,384809185,461135680
삼보모터스(주),53700,자산(*)(천원),297482895,311424402,305987264,365850167,376433758
(주)차바이오텍,85660,자산(*)(천원),297631232,283636589,320192650,390988624,398179822
(주)와이티엔,40300,자산(*)(천원),298159234,285286582,280022667,296057230,367949865
엔브이에이치코리아(주),67570,자산(*)(천원),298743983,345225931,375522084,392887603,456361519
(주)유성티엔에스,24800,자산(*)(천원),298989334,303810837,309796718,310253952,309606244
(주)제이앤티씨,204270,자산(*)(천원),299076506,287212084,261878451,274328066,273832712
신라젠(주),215600,자산(*)(천원),299108279,282617205,65131141,45853737,133468101
(주)에스엠컬처앤콘텐츠,48550,자산(*)(천원),300770279,314691180,349836222,301422169,321575972
(주)코텍,52330,자산(*)(천원),301919377,325293762,350021731,329927868,335496088
(주)세코닉스,53450,자산(*)(천원),302420251,368641052,335866562,269534268,253675260
(주)파워로직스,47310,자산(*)(천원),304265987,335638606,353041644,339321078,402291098
주성엔지니어링(주),36930,자산(*)(천원),311995644,354090398,441493958,548954004,711112341
에코플라스틱(주),38110,자산(*)(천원),312761273,336201082,361734176,358554604,416267422
(주)네오위즈홀딩스,42420,자산(*)(천원),313767777,306379044,305733563,291032499,287823477
(주)삼기,122350,자산(*)(천원),313904981,376757653,413977125,437613893,428492657
(주)에이스테크놀로지,88800,자산(*)(천원),315245020,368414724,302881683,257622479,313384143
